Return_ID,Order_ID,SKU_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET200351,ORD1003017,SKU01001,21-03-2025,Changed Mind,146.38,Approved
RET200352,ORD1073792,SKU00871,23-05-2025,Quality Issue,117.02,Approved
RET200353,ORD1062817,SKU00671,04-02-2025,Late Delivery,265.78,Approved
RET200354,ORD1078833,SKU00882,29-06-2025,Quality Issue,766.28,Approved
RET200355,ORD1071067,SKU00473,02-05-2025,Wrong Item,230.22,Approved
RET200356,ORD1037547,SKU00068,06-02-2025,Missing Item,226.72,Approved
RET200357,ORD1060233,SKU00828,26-04-2025,Quality Issue,403.26,Approved
RET200358,ORD1040749,SKU01122,14-01-2025,Wrong Item,187.39,Approved
RET200359,ORD1048077,SKU00512,26-04-2025,Wrong Item,419.03,Approved
RET200360,ORD1065326,SKU00845,09-03-2025,Wrong Item,667,Approved
RET200361,ORD1042114,SKU00368,06-02-2025,Quality Issue,877.55,Approved
RET200362,ORD1041262,SKU00462,02-02-2025,Damaged,935.65,Approved
RET200363,ORD1074978,SKU01181,04-07-2025,Wrong Item,159.74,Approved
RET200364,ORD1006786,SKU00074,05-06-2025,Late Delivery,305.93,Approved
RET200365,ORD1075296,SKU01146,02-04-2025,Wrong Item,129.1,Approved
RET200366,ORD1069074,SKU00246,15-05-2025,Late Delivery,426.31,Approved
RET200367,ORD1055578,SKU01186,26-04-2025,Changed Mind,1290.61,Approved
RET200368,ORD1032317,SKU00544,24-03-2025,Wrong Item,356.38,Approved
RET200369,ORD1013750,SKU01125,30-01-2025,Quality Issue,143.41,Approved
RET200370,ORD1006584,SKU00525,29-03-2025,Late Delivery,138.86,Approved
RET200371,ORD1047036,SKU00933,01-06-2025,Quality Issue,66.12,Approved
RET200372,ORD1009663,SKU01008,30-04-2025,Wrong Item,195.6,Approved
RET200373,ORD1028764,SKU00851,19-01-2025,Wrong Item,458.83,Approved
RET200374,ORD1069786,SKU01182,17-05-2025,Missing Item,645.08,Approved
RET200375,ORD1013053,SKU00359,21-06-2025,Damaged,359.91,Approved
RET200376,ORD1018003,SKU00858,18-04-2025,Quality Issue,296.57,Approved
RET200377,ORD1050106,SKU01109,21-04-2025,Wrong Item,88.27,Approved
RET200378,ORD1039778,SKU00352,26-01-2025,Wrong Item,305.36,Approved
RET200379,ORD1012390,SKU01083,26-03-2025,Damaged,199.06,Approved
RET200380,ORD1068438,SKU00622,15-03-2025,Damaged,148.46,Approved
RET200381,ORD1028117,SKU00293,21-06-2025,Damaged,206.77,Approved
RET200382,ORD1051224,SKU00589,03-02-2025,Damaged,377.79,Approved
RET200383,ORD1062834,SKU00756,25-01-2025,Quality Issue,82.66,Approved
RET200384,ORD1071136,SKU01169,18-01-2025,Changed Mind,210.11,Approved
RET200385,ORD1050306,SKU00454,23-04-2025,Late Delivery,61.82,Approved
RET200386,ORD1063520,SKU00750,11-05-2025,Damaged,296.58,Approved
RET200387,ORD1045644,SKU01157,18-04-2025,Changed Mind,364.66,Approved
RET200388,ORD1062576,SKU00320,14-04-2025,Missing Item,245.41,Approved
RET200389,ORD1024687,SKU00701,17-01-2025,Missing Item,160.89,Approved
RET200390,ORD1021285,SKU00970,04-06-2025,Wrong Item,465.54,Approved
RET200391,ORD1062521,SKU00796,15-01-2025,Changed Mind,74.61,Rejected
RET200392,ORD1018352,SKU00767,25-01-2025,Quality Issue,736.44,Rejected
RET200393,ORD1022209,SKU01110,27-03-2025,Changed Mind,71.45,Approved
RET200394,ORD1041193,SKU00121,23-03-2025,Damaged,174.47,Approved
RET200395,ORD1012143,SKU00796,24-05-2025,Quality Issue,185.46,Rejected
RET200396,ORD1034458,SKU00205,20-01-2025,Damaged,238.75,Rejected
RET200397,ORD1040817,SKU00989,07-02-2025,Quality Issue,325.5,Approved
RET200398,ORD1026130,SKU00700,25-06-2025,Wrong Item,395.59,Rejected
RET200399,ORD1015956,SKU01037,22-06-2025,Wrong Item,48.69,Approved
RET200400,ORD1041388,SKU00673,27-04-2025,Damaged,619.38,Approved
RET200401,ORD1028536,SKU01005,06-02-2025,Quality Issue,58.61,Approved
RET200402,ORD1025786,SKU00550,31-01-2025,Damaged,199.89,Rejected
RET200403,ORD1030015,SKU00750,30-04-2025,Wrong Item,246.15,Approved
RET200404,ORD1014236,SKU00503,25-03-2025,Quality Issue,390.58,Approved
RET200405,ORD1003199,SKU01137,10-01-2025,Changed Mind,240.79,Approved
RET200406,ORD1077477,SKU00783,27-05-2025,Damaged,98.08,Approved
RET200407,ORD1045758,SKU00577,04-06-2025,Damaged,171.4,Approved
RET200408,ORD1058563,SKU01014,01-07-2025,Quality Issue,266.98,Approved
RET200409,ORD1073106,SKU01173,07-02-2025,Quality Issue,494.76,Approved
RET200410,ORD1050454,SKU00443,23-06-2025,Quality Issue,295.43,Rejected
RET200411,ORD1079436,SKU01084,25-02-2025,Quality Issue,654.21,Approved
RET200412,ORD1048532,SKU00590,23-04-2025,Damaged,32.49,Approved
RET200413,ORD1064045,SKU01178,12-04-2025,Late Delivery,165.71,Approved
RET200414,ORD1037190,SKU01186,04-03-2025,Late Delivery,562.55,Approved
RET200415,ORD1074086,SKU00828,12-01-2025,Damaged,404.67,Approved
RET200416,ORD1058446,SKU00633,04-06-2025,Damaged,214.83,Approved
RET200417,ORD1020060,SKU00613,20-06-2025,Quality Issue,130.85,Approved
RET200418,ORD1022472,SKU00527,27-02-2025,Wrong Item,45.04,Approved
RET200419,ORD1031947,SKU00591,13-06-2025,Late Delivery,838.33,Approved
RET200420,ORD1056859,SKU00597,06-07-2025,Late Delivery,461.37,Approved
RET200421,ORD1036913,SKU00527,05-02-2025,Late Delivery,217.62,Approved
RET200422,ORD1052907,SKU01059,31-01-2025,Quality Issue,173.28,Approved
RET200423,ORD1048213,SKU00710,04-02-2025,Damaged,243.71,Approved
RET200424,ORD1067295,SKU00116,24-05-2025,Quality Issue,92.18,Approved
RET200425,ORD1022887,SKU00490,06-02-2025,Quality Issue,131.03,Approved
RET200426,ORD1018768,SKU00467,26-03-2025,Missing Item,1011.74,Approved
RET200427,ORD1004051,SKU00837,01-03-2025,Late Delivery,150.85,Approved
RET200428,ORD1054733,SKU00969,19-03-2025,Missing Item,152.7,Approved
RET200429,ORD1063357,SKU01186,20-03-2025,Unknown,522.22,Rejected
RET200430,ORD1039962,SKU00145,28-05-2025,Quality Issue,756.97,Approved
RET200431,ORD1035253,SKU01022,01-04-2025,Wrong Item,365.69,Approved
RET200432,ORD1062286,SKU00466,12-06-2025,Damaged,669.86,Approved
RET200433,ORD1015583,SKU00585,22-05-2025,Quality Issue,61.01,Approved
RET200434,ORD1000186,SKU00636,05-06-2025,Changed Mind,67.6,Approved
RET200435,ORD1004189,SKU01111,03-03-2025,Damaged,559.54,Approved
RET200436,ORD1052614,SKU00642,22-02-2025,Missing Item,264.16,Rejected
RET200437,ORD1063952,SKU00328,07-05-2025,Quality Issue,533.99,Approved
RET200438,ORD1055033,SKU00488,03-07-2025,Late Delivery,438.19,Approved
RET200439,ORD1076486,SKU00150,17-02-2025,Late Delivery,405.16,Approved
RET200440,ORD1078913,SKU00549,26-02-2025,Changed Mind,171.06,Approved
RET200441,ORD1039728,SKU00383,11-06-2025,Quality Issue,153.81,Approved
RET200442,ORD1026382,SKU01043,22-05-2025,Quality Issue,814.02,Approved
RET200443,ORD1011067,SKU00155,09-06-2025,Late Delivery,128.24,Approved
RET200444,ORD1059057,SKU00766,05-07-2025,Damaged,1369.6,Approved
RET200445,ORD1075423,SKU00014,14-06-2025,Late Delivery,428.18,Approved
RET200446,ORD1005766,SKU00614,24-03-2025,Damaged,243.29,Approved
RET200447,ORD1054116,SKU00419,29-06-2025,Changed Mind,186.36,Approved
RET200448,ORD1024614,SKU00374,20-06-2025,Late Delivery,119.57,Approved
RET200449,ORD1057984,SKU00663,01-06-2025,Changed Mind,181.28,Rejected
RET200450,ORD1026802,SKU00499,28-05-2025,Damaged,326.53,Approved
RET200451,ORD1031339,SKU00733,09-03-2025,Wrong Item,104.25,Approved
RET200452,ORD1036270,SKU-85947,23-03-2025,Late Delivery,316.21,Approved
RET200453,ORD1014684,SKU01106,01-02-2025,Quality Issue,91.57,Approved
RET200454,ORD1021215,SKU00065,01-05-2025,Missing Item,209.67,Approved
RET200455,ORD1075479,SKU00448,24-01-2025,Damaged,597.64,Approved
RET200456,ORD1061247,SKU01014,27-06-2025,Quality Issue,202.35,Approved
RET200457,ORD1018930,SKU00410,01-03-2025,Quality Issue,574.78,Approved
RET200458,ORD1038431,SKU00019,22-01-2025,Quality Issue,508.26,Approved
RET200459,ORD1031517,SKU01134,06-04-2025,Damaged,207.79,Rejected
RET200460,ORD1044288,SKU00480,26-04-2025,Unknown,560.56,Approved
RET200461,ORD1066180,SKU00384,02-06-2025,Wrong Item,363.08,Approved
RET200462,ORD1013028,SKU00891,04-01-2025,Quality Issue,317.33,Rejected
RET200463,ORD1041090,SKU00541,06-07-2025,Changed Mind,303.83,Approved
RET200464,ORD1020096,SKU01098,15-03-2025,Late Delivery,461.59,Approved
RET200465,ORD1005700,SKU00660,03-03-2025,Changed Mind,421.13,Rejected
RET200466,ORD1055526,SKU00891,08-03-2025,Late Delivery,1182.46,Approved
RET200467,ORD1034382,SKU01009,29-06-2025,Quality Issue,145.77,Approved
RET200468,ORD1066678,SKU00057,05-03-2025,Missing Item,209.96,Approved
RET200469,ORD1069251,SKU-10833,21-02-2025,Late Delivery,141.78,Approved
RET200470,ORD1065030,SKU00565,01-02-2025,Quality Issue,115.66,Approved
RET200471,ORD1002230,SKU00501,17-06-2025,Changed Mind,633.7,Approved
RET200472,ORD1007034,SKU01156,15-05-2025,Late Delivery,1046,Approved
RET200473,ORD1011851,SKU00867,17-01-2025,Wrong Item,576.44,Rejected
RET200474,ORD1069176,SKU00340,10-02-2025,Changed Mind,246.34,Approved
RET200475,ORD1061358,SKU01065,09-05-2025,Damaged,437.4,Approved
RET200476,ORD1078462,SKU00430,03-02-2025,Damaged,56.22,Approved
RET200477,ORD1076440,SKU00272,12-05-2025,Late Delivery,443.17,Approved
RET200478,ORD1069037,SKU00651,18-03-2025,Quality Issue,146.15,Rejected
RET200479,ORD1015533,SKU00662,10-01-2025,Quality Issue,69.56,Approved
RET200480,ORD1015850,SKU00072,03-03-2025,Missing Item,353.83,Approved
RET200481,ORD1024723,SKU00751,06-04-2025,Late Delivery,710.24,Approved
RET200482,ORD1038603,SKU00840,20-01-2025,Quality Issue,266.98,Approved
RET200483,ORD1030515,SKU00375,14-02-2025,Damaged,57.68,Approved
RET200484,ORD1057754,SKU00289,29-01-2025,Late Delivery,152.13,Approved
RET200485,ORD1072952,SKU01180,04-02-2025,Quality Issue,126.25,Approved
RET200486,ORD1013789,SKU00486,23-03-2025,Wrong Item,130.31,Approved
RET200487,ORD1063114,SKU00215,03-07-2025,Missing Item,193.85,Approved
RET200488,ORD1075447,SKU00053,15-03-2025,Missing Item,60.51,Approved
RET200489,ORD1040289,SKU00630,27-04-2025,Changed Mind,122.23,Approved
RET200490,ORD1055388,SKU00419,03-04-2025,Missing Item,513.85,Approved
RET200491,ORD1054126,SKU00270,27-01-2025,Quality Issue,146.68,Approved
RET200492,ORD1062725,SKU00695,26-05-2025,Changed Mind,403.86,Approved
RET200493,ORD1059054,SKU01017,17-01-2025,Late Delivery,98.6,Approved
RET200494,ORD1004642,SKU01155,16-06-2025,Quality Issue,453.35,Approved
RET200495,ORD1061608,SKU00312,09-07-2025,Changed Mind,1490.28,Approved
RET200496,ORD1072727,SKU00126,24-01-2025,Changed Mind,51.86,Approved
RET200497,ORD1023333,SKU00091,01-02-2025,Damaged,488.03,Approved
RET200498,ORD1078882,SKU00713,10-01-2025,Damaged,151.06,Approved
RET200499,ORD1039717,SKU00944,02-06-2025,Quality Issue,440.94,Approved
RET200500,ORD1031699,SKU00623,12-02-2025,Late Delivery,184.23,Approved
RET200501,ORD1014564,SKU00566,18-02-2025,Damaged,119.8,Approved
RET200502,ORD1058419,SKU00033,12-04-2025,Late Delivery,124.34,Approved
RET200503,ORD1041850,SKU00003,30-03-2025,Wrong Item,161.66,Rejected
RET200504,ORD1004787,SKU00787,04-05-2025,Quality Issue,233.54,Approved
RET200505,ORD1008696,SKU01112,17-03-2025,Changed Mind,216.88,Approved
RET200506,ORD1042917,SKU00868,08-05-2025,Late Delivery,423.49,Approved
RET200507,ORD1057342,SKU00907,10-07-2025,Wrong Item,345.68,Approved
RET200508,ORD1010424,SKU00783,21-04-2025,Unknown,50.41,Approved
RET200509,ORD1058632,SKU00134,12-03-2025,Quality Issue,262.18,Approved
RET200510,ORD1068210,SKU01022,14-06-2025,Changed Mind,423.99,Approved
RET200511,ORD1024223,SKU00939,04-06-2025,Changed Mind,137.45,Approved
RET200512,ORD1033439,SKU00914,04-03-2025,Missing Item,274.24,Approved
RET200513,ORD1030538,SKU00012,15-06-2025,Damaged,91.51,Approved
RET200514,ORD1015833,SKU00031,13-02-2025,Quality Issue,192.72,Approved
RET200515,ORD1071186,SKU00291,11-06-2025,Wrong Item,242.48,Approved
RET200516,ORD1034819,SKU01195,23-04-2025,Wrong Item,358.04,Approved
RET200517,ORD1058481,SKU00998,02-06-2025,Quality Issue,809.73,Approved
RET200518,ORD1072446,SKU00191,12-05-2025,Quality Issue,59.17,Approved
RET200519,ORD1072905,SKU00581,12-02-2025,Quality Issue,563.36,Rejected
RET200520,ORD1055587,SKU01083,14-06-2025,Changed Mind,130.05,Approved
RET200521,ORD1058287,SKU00019,06-05-2025,Quality Issue,888.31,Approved
RET200522,ORD1058590,SKU00716,22-04-2025,Changed Mind,282.56,Rejected
RET200523,ORD1068974,SKU00010,22-01-2025,Late Delivery,465.39,Approved
RET200524,ORD1018216,SKU-76360,28-04-2025,Quality Issue,641.87,Approved
RET200525,ORD1067353,SKU00328,18-06-2025,Late Delivery,374.14,Approved
RET200526,ORD1050147,SKU00130,12-04-2025,Quality Issue,411.48,Approved
RET200527,ORD1026490,SKU00916,23-01-2025,Damaged,134.61,Rejected
RET200528,ORD1071660,SKU00537,22-04-2025,Wrong Item,721.88,Approved
RET200529,ORD1050002,SKU01175,29-05-2025,Damaged,288.7,Approved
RET200530,ORD1072014,SKU01121,04-05-2025,Unknown,193.41,Approved
RET200531,ORD1036408,SKU00779,13-02-2025,Changed Mind,286.29,Approved
RET200532,ORD1021003,SKU00401,11-06-2025,Changed Mind,174.44,Approved
RET200533,ORD1037276,SKU00914,25-02-2025,Changed Mind,207.92,Approved
RET200534,ORD1025349,SKU00955,31-01-2025,Damaged,83.26,Rejected
RET200535,ORD1035646,SKU00858,10-04-2025,Damaged,101.87,Approved
RET200536,ORD1015545,SKU00729,12-05-2025,Late Delivery,540.65,Approved
RET200537,ORD1052024,SKU00867,09-04-2025,Damaged,631.04,Approved
RET200538,ORD1006972,SKU00964,27-01-2025,Quality Issue,257.9,Approved
RET200539,ORD1027818,SKU00652,02-03-2025,Damaged,431.78,Approved
RET200540,ORD1023628,SKU00957,25-05-2025,Late Delivery,227.6,Approved
RET200541,ORD1028748,SKU00321,30-06-2025,Damaged,77.21,Approved
RET200542,ORD1006761,SKU00060,07-02-2025,Late Delivery,420.31,Approved
RET200543,ORD1059393,SKU00813,12-06-2025,Changed Mind,374.19,Approved
RET200544,ORD1029306,SKU00083,23-05-2025,Late Delivery,45.13,Approved
RET200545,ORD1062125,SKU00728,08-02-2025,Missing Item,394.45,Rejected
RET200546,ORD1014732,SKU00107,27-02-2025,Unknown,350.24,Rejected
RET200547,ORD1006771,SKU00800,27-01-2025,Damaged,170.86,Approved
RET200548,ORD1072434,SKU00955,16-01-2025,Quality Issue,580.88,Approved
RET200549,ORD1049613,SKU00995,26-04-2025,Wrong Item,816.66,Approved
RET200550,ORD1013618,SKU00848,14-04-2025,Unknown,659.19,Approved
RET200551,ORD1013875,SKU01037,11-06-2025,Damaged,107.59,Approved
RET200552,ORD1021588,SKU00348,13-03-2025,Quality Issue,1290.5,Approved
RET200553,ORD1006034,SKU00056,24-03-2025,Quality Issue,438.43,Approved
RET200554,ORD1025098,SKU00241,26-02-2025,Damaged,240.15,Approved
RET200555,ORD1067352,SKU00201,17-05-2025,Quality Issue,562.99,Approved
RET200556,ORD1062237,SKU00741,21-04-2025,Missing Item,478.29,Approved
RET200557,ORD1077730,SKU00933,08-07-2025,Late Delivery,25.76,Approved
RET200558,ORD1019064,SKU00769,12-06-2025,Wrong Item,122.64,Approved
RET200559,ORD1061502,SKU01070,25-03-2025,Wrong Item,265.08,Approved
RET200560,ORD1031812,SKU00441,25-03-2025,Late Delivery,177.06,Approved
RET200561,ORD1044793,SKU00492,18-05-2025,Damaged,944.73,Approved
RET200562,ORD1047923,SKU01194,06-04-2025,Wrong Item,377.39,Approved
RET200563,ORD1025253,SKU01148,26-01-2025,Wrong Item,1264.62,Approved
RET200564,ORD1052186,SKU00037,04-07-2025,Quality Issue,175.65,Approved
RET200565,ORD1000283,SKU00167,28-03-2025,Late Delivery,782.46,Rejected
RET200566,ORD1013051,SKU00229,06-06-2025,Wrong Item,699.72,Rejected
RET200567,ORD1012183,SKU00643,26-05-2025,Changed Mind,18.5,Approved
RET200568,ORD1077108,SKU00632,30-04-2025,Changed Mind,170.64,Approved
RET200569,ORD1052691,SKU00249,02-02-2025,Changed Mind,155.67,Approved
RET200570,ORD1031593,SKU00498,11-03-2025,Late Delivery,155.65,Approved
RET200571,ORD1070139,SKU01146,13-07-2025,Unknown,84.03,Approved
RET200572,ORD1025948,SKU00143,19-06-2025,Damaged,52.38,Approved
RET200573,ORD1012971,SKU00465,17-04-2025,Damaged,367.9,Approved
RET200574,ORD1015064,SKU00807,15-04-2025,Changed Mind,58.73,Approved
RET200575,ORD1016309,SKU00729,21-03-2025,Wrong Item,584.98,Approved
RET200576,ORD1034519,SKU00465,21-02-2025,Late Delivery,217.26,Approved
RET200577,ORD1037389,SKU01182,05-07-2025,Wrong Item,352.13,Approved
RET200578,ORD1026889,SKU00336,15-04-2025,Quality Issue,273.28,Approved
RET200579,ORD1021759,SKU01173,25-04-2025,Damaged,236.02,Approved
RET200580,ORD1068783,SKU00765,14-05-2025,Damaged,695.62,Approved
RET200581,ORD1027021,SKU00170,14-05-2025,Missing Item,188.95,Approved
RET200582,ORD1022079,SKU00329,26-05-2025,Wrong Item,360.74,Approved
RET200583,ORD1016960,SKU00014,08-01-2025,Changed Mind,580.04,Approved
RET200584,ORD1019004,SKU00633,20-06-2025,Damaged,122.35,Approved
RET200585,ORD1015268,SKU00959,15-03-2025,Missing Item,254.55,Approved
RET200586,ORD1027974,SKU00495,24-01-2025,Damaged,194.27,Rejected
RET200587,ORD1044230,SKU00730,13-01-2025,Quality Issue,326.08,Approved
RET200588,ORD1022432,SKU00165,07-02-2025,Quality Issue,169.97,Approved
RET200589,ORD1048762,SKU00985,03-04-2025,Wrong Item,696.46,Approved
RET200590,ORD1039104,SKU00964,26-01-2025,Changed Mind,532.99,Approved
RET200591,ORD1008440,SKU01149,18-06-2025,Wrong Item,278.95,Approved
RET200592,ORD1014917,SKU00986,02-07-2025,Quality Issue,240.65,Approved
RET200593,ORD1012588,SKU00771,26-05-2025,Late Delivery,891.82,Approved
RET200594,ORD1043581,SKU00023,03-06-2025,Missing Item,85.67,Approved
RET200595,ORD1035806,SKU00617,19-03-2025,Quality Issue,431.67,Approved
RET200596,ORD1062900,SKU00170,01-07-2025,Damaged,488.91,Approved
RET200597,ORD1075070,SKU00223,23-06-2025,Late Delivery,363.2,Approved
RET200598,ORD1030744,SKU00424,17-03-2025,Missing Item,371.1,Approved
RET200599,ORD1066015,SKU00256,05-04-2025,Damaged,71.04,Approved
RET200600,ORD1052664,SKU01092,02-05-2025,Late Delivery,351.96,Approved
RET200601,ORD1039799,SKU00349,10-03-2025,Quality Issue,145.7,Approved
RET200602,ORD1066088,SKU00108,18-05-2025,Quality Issue,54.98,Rejected
RET200603,ORD1000751,SKU01169,17-01-2025,Late Delivery,243.41,Approved
RET200604,ORD1041387,SKU00929,08-03-2025,Changed Mind,101.39,Approved
RET200605,ORD1071843,SKU00999,13-04-2025,Changed Mind,28.02,Approved
RET200606,ORD1036511,SKU00173,23-02-2025,Wrong Item,114.54,Approved
RET200607,ORD1069227,SKU00265,17-04-2025,Damaged,886.96,Approved
RET200608,ORD1078379,SKU01188,18-05-2025,Late Delivery,611.03,Approved
RET200609,ORD1008902,SKU00980,12-03-2025,Damaged,335.39,Approved
RET200610,ORD1070019,SKU01088,03-03-2025,Missing Item,68.88,Approved
RET200611,ORD1012391,SKU00881,03-04-2025,Quality Issue,195.35,Approved
RET200612,ORD1058682,SKU01054,11-05-2025,Quality Issue,519.64,Approved
RET200613,ORD1057328,SKU00641,04-07-2025,Changed Mind,525.3,Approved
RET200614,ORD1073357,SKU00181,19-02-2025,Wrong Item,63.09,Approved
RET200615,ORD1019051,SKU00841,10-06-2025,Changed Mind,139.7,Approved
RET200616,ORD1041548,SKU00519,11-05-2025,Late Delivery,321.97,Rejected
RET200617,ORD1052894,SKU01119,10-06-2025,Changed Mind,227.41,Approved
RET200618,ORD1057804,SKU00857,17-03-2025,Wrong Item,209,Approved
RET200619,ORD1005926,SKU00469,20-01-2025,Wrong Item,385.02,Approved
RET200620,ORD1012155,SKU00569,26-02-2025,Late Delivery,350.29,Approved
RET200621,ORD1060378,SKU00548,23-02-2025,Changed Mind,352.32,Approved
RET200622,ORD1064751,SKU00286,26-06-2025,Damaged,61.04,Rejected
RET200623,ORD1028304,SKU00928,30-03-2025,Quality Issue,489.99,Approved
RET200624,ORD1023892,SKU00494,16-03-2025,Changed Mind,126.28,Approved
RET200625,ORD1019856,SKU00898,14-03-2025,Missing Item,696.58,Rejected
RET200626,ORD1068940,SKU00732,20-06-2025,Changed Mind,176.69,Approved
RET200627,ORD1001029,SKU01033,23-02-2025,Late Delivery,2299.53,Rejected
RET200628,ORD1063246,SKU00887,14-05-2025,Quality Issue,112.62,Approved
RET200629,ORD1039199,SKU00374,28-02-2025,Changed Mind,241.91,Approved
RET200630,ORD1078408,SKU01106,04-06-2025,Changed Mind,171.12,Approved
RET200631,ORD1052928,SKU00706,09-06-2025,Quality Issue,89.67,Approved
RET200632,ORD1019355,SKU00904,11-05-2025,Quality Issue,127.38,Approved
RET200633,ORD1077105,SKU00969,24-04-2025,Late Delivery,274.09,Approved
RET200634,ORD1012859,SKU00735,22-05-2025,Damaged,332.79,Approved
RET200635,ORD1058312,SKU01148,21-03-2025,Changed Mind,648.38,Approved
RET200636,ORD1006266,SKU01047,14-04-2025,Unknown,87.43,Approved
RET200637,ORD1064913,SKU00264,03-07-2025,Quality Issue,413.29,Approved
RET200638,ORD1007869,SKU00215,26-06-2025,Quality Issue,167.53,Approved
RET200639,ORD1047496,SKU00386,11-04-2025,Late Delivery,550.45,Approved
RET200640,ORD1015877,SKU00196,02-02-2025,Late Delivery,1316.68,Approved
RET200641,ORD1050941,SKU00765,30-04-2025,Damaged,478.64,Approved
RET200642,ORD1015826,SKU00937,18-01-2025,Missing Item,144.76,Approved
RET200643,ORD1038161,SKU00856,30-04-2025,Wrong Item,1026.73,Rejected
RET200644,ORD1013232,SKU00996,25-03-2025,Wrong Item,377.89,Approved
RET200645,ORD1032544,SKU00109,13-03-2025,Late Delivery,427.19,Approved
RET200646,ORD1021016,SKU01123,28-01-2025,Quality Issue,199.97,Approved
RET200647,ORD1012294,SKU00418,04-07-2025,Wrong Item,921.77,Approved
RET200648,ORD1041309,SKU00355,27-05-2025,Wrong Item,461,Approved
RET200649,ORD1041426,SKU00740,04-06-2025,Damaged,204.87,Approved
RET200650,ORD1042710,SKU00363,06-03-2025,Late Delivery,211.02,Approved
RET200651,ORD1043352,SKU00783,15-04-2025,Damaged,349.55,Approved
RET200652,ORD1017865,SKU01159,17-05-2025,Changed Mind,372.37,Approved
