PO_ID,Vendor_ID,SKU_ID,Store_ID,PO_Date,Expected_Delivery_Date,Actual_Delivery_Date,Supplied_Quantity,Procurement_Cost
PO300277,VEND0102,SKU00203,PUN-04,11-01-2025,20-01-2025,20-01-2025,69,51.3
PO300278,VEND0020,SKU00559,KOL-03,05-01-2025,12-01-2025,12-01-2025,58,208.46
PO300279,VEND0060,SKU00792,KOC-05,27-01-2025,01-02-2025,01-02-2025,55,165.56
PO300280,VEND0057,SKU00482,KOL-01,24-05-2025,01-06-2025,01-06-2025,63,33.77
PO300281,VEND0021,SKU00968,JAI-02,01-06-2025,09-06-2025,10-06-2025,54,36.51
PO300282,VEND0072,SKU00655,HYD-02,03-02-2025,06-02-2025,06-02-2025,55,83.16
PO300283,VEND0050,SKU00695,DEL-05,11-03-2025,20-03-2025,20-03-2025,56,92.33
PO300284,VEND0098,SKU01148,AHM-02,26-01-2025,01-02-2025,03-02-2025,71,278.95
PO300285,VEND0079,SKU00178,JAI-04,03-02-2025,05-02-2025,10-02-2025,62,52.23
PO300286,VEND0073,SKU00878,JAI-01,03-04-2025,12-04-2025,12-04-2025,59,162.3
PO300287,VEND0046,SKU00412,del02 ,10-03-2025,12-03-2025,15-03-2025,74,38.96
PO300288,VEND0009,SKU00645,MUM4,02-06-2025,07-06-2025,07-06-2025,68,133.33
PO300289,VEND0037,SKU00979,CHE-03,27-02-2025,01-03-2025,01-03-2025,40,43.18
PO300290,VEND0010,SKU00409,JAI-04,17-03-2025,22-03-2025,22-03-2025,57,273.33
PO300291,VEND0091,SKU00778,JAI-03,22-01-2025,29-01-2025,29-01-2025,56,26.16
PO300292,VEND0001,SKU01179,BEN-03,30-01-2025,05-02-2025,05-02-2025,54,115.21
PO300293,VEND0101,SKU00418,MUM-02,23-01-2025,27-01-2025,03-02-2025,54,190.18
PO300294,VEND0082,SKU01063,KOL-04,04-02-2025,07-02-2025,07-02-2025,69,68.09
PO300295,VEND0075,SKU00316,AHM-03,11-05-2025,19-05-2025,19-05-2025,74,85.17
PO300296,VEND0017,SKU00051,JAI-02,28-02-2025,06-03-2025,06-03-2025,62,75.65
PO300297,VEND0019,SKU00774,AHM-03,30-06-2025,03-07-2025,03-07-2025,61,52.21
PO300298,VEND0060,SKU00821,DEL-03,18-04-2025,27-04-2025,27-04-2025,64,42.82
PO300299,VEND0116,SKU00421,PUN-03,02-06-2025,05-06-2025,05-06-2025,67,63.3
PO300300,VEND0048,SKU00514,CHE-01,22-04-2025,27-04-2025,27-04-2025,59,105.81
PO300301,VEND0054,SKU00558,DEL-03,22-04-2025,28-03-2025,28-03-2025,55,90.95
PO300302,VEND0078,SKU01131,HYD-01,07-01-2025,16-01-2025,16-01-2025,61,72.68
PO300303,VEND0109,SKU00167,KOC-03,05-01-2025,10-01-2025,13-01-2025,58,244.69
PO300304,VEND0036,SKU01189,CHE-03,05-02-2025,13-02-2025,13-02-2025,66,41.94
PO300305,VEND0076,SKU00587,DEL-05,11-06-2025,15-06-2025,15-06-2025,67,29.95
PO300306,VEND0050,SKU01145,AHM-03,14-05-2025,17-05-2025,17-05-2025,62,109.62
PO300307,VEND0100,SKU00582,BEN-05,15-01-2025,23-01-2025,23-01-2025,59,60.65
PO300308,VEND0057,SKU01154,KOL-02,18-02-2025,25-02-2025,25-02-2025,46,35.15
PO300309,VEND0012,SKU00540,MUM-03,15-02-2025,18-02-2025,18-02-2025,57,46.2
PO300310,VEND0074,SKU00420,KOC-01,14-02-2025,18-02-2025,18-02-2025,65,91
PO300311,VEND0063,SKU00743,BEN-01,28-03-2025,03-04-2025,03-04-2025,68,59.46
PO300312,VEND0074,SKU00303,DEL-05,18-01-2025,23-01-2025,23-01-2025,55,95.58
PO300313,VEND0059,SKU00976,AHM-05,18-01-2025,28-04-2025,28-04-2025,70,73.48
PO300314,VEND0035,SKU00573,HYD-04,19-05-2025,24-05-2025,24-05-2025,63,134.72
PO300315,VEND0101,SKU00209,JAI-01,02-06-2025,11-06-2025,13-06-2025,67,79.82
PO300316,VEND0015,SKU00024,BEN-03,11-05-2025,14-05-2025,14-05-2025,56,100.1
PO300317,VEND0062,SKU00934,MUM-05,08-05-2025,17-05-2025,17-05-2025,52,90.6
PO300318,VEND0060,SKU00196,DEL-03,22-05-2025,26-05-2025,28-05-2025,61,250.71
PO300319,VEND0073,SKU00081,MUM-01,15-06-2025,20-06-2025,20-06-2025,60,41.74
PO300320,VEND0007,SKU00125,AHM-05,26-03-2025,28-03-2025,28-03-2025,49,63.54
PO300321,VEND0043,SKU00429,KOC-01,10-06-2025,16-06-2025,16-06-2025,69,24.54
PO300322,VEND0032,SKU00898,HYD-03,16-01-2025,19-01-2025,19-01-2025,65,147.55
PO300323,VEND0057,SKU00725,AHM-04,13-03-2025,16-03-2025,16-03-2025,60,209.28
PO300324,VEND0087,SKU00894,JAI-01,14-01-2025,19-01-2025,19-01-2025,56,126.69
PO300325,VEND0119,SKU00562,KOL-01,16-03-2025,21-03-2025,21-03-2025,59,115.27
PO300326,VEND0095,SKU01066,KOC-03,24-06-2025,26-06-2025,26-06-2025,76,307.42
PO300327,VEND0089,SKU01171,BEN-02,08-02-2025,17-02-2025,17-02-2025,44,78.25
PO300328,VEND0015,SKU00925,MUM-02,05-02-2025,11-02-2025,11-02-2025,56,118.28
PO300329,VEND0086,SKU00903,DEL-01,02-02-2025,04-02-2025,05-02-2025,62,94.26
PO300330,VEND0090,SKU00755,KOL-02,12-03-2025,21-03-2025,21-03-2025,56,90.2
PO300331,VEND0090,SKU00689,DEL-02,07-02-2025,12-02-2025,14-02-2025,51,57.17
PO300332,VEND0020,SKU00095,DEL-01,12-03-2025,14-03-2025,14-03-2025,68,79.06
PO300333,VEND0046,SKU01069,BEN-03,05-01-2025,14-01-2025,14-01-2025,61,60.26
PO300334,VEND0119,SKU00869,DEL-05,14-01-2025,16-01-2025,16-01-2025,44,34.73
PO300335,VEND0096,SKU00163,KOC-03,01-03-2025,10-03-2025,13-03-2025,66,109.04
PO300336,VEND0036,SKU00766,PUN-03,30-05-2025,05-06-2025,05-06-2025,55,335.68
PO300337,VEND0007,SKU00302,DEL-05,19-01-2025,24-01-2025,24-01-2025,61,20.24
PO300338,VEND0113,SKU00868,MUM-05,21-06-2025,24-06-2025,24-06-2025,53,117.36
PO300339,VEND0061,SKU00532,JAI-01,03-01-2025,09-01-2025,10-01-2025,57,162.2
PO300340,VEND0043,SKU00289,PUN-04,11-02-2025,19-02-2025,22-02-2025,71,37.08
PO300341,VEND0064,SKU00609,MUM-01,17-04-2025,23-04-2025,23-04-2025,58,39.85
PO300342,VEND0065,SKU00080,KOL-04,19-04-2025,28-04-2025,28-04-2025,53,69.64
PO300343,VEND0081,SKU01195,KOL-05,28-04-2025,07-05-2025,07-05-2025,56,60.78
PO300344,VEND0025,SKU00615,JAI01,21-06-2025,24-06-2025,26-06-2025,56,153.58
PO300345,VEND0053,SKU00314,BEN-04,01-04-2025,04-04-2025,04-04-2025,58,144.38
PO300346,VEND0014,SKU00418,HYD-01,20-01-2025,26-01-2025,31-01-2025,69,198.43
PO300347,VEND0102,SKU00374,MUM-03,27-01-2025,30-01-2025,30-01-2025,71,47.04
PO300348,VEND0030,SKU00827,KOL-02,26-02-2025,05-03-2025,07-03-2025,47,97.33
PO300349,VEND0102,SKU00475,CHE-02,13-04-2025,19-04-2025,19-04-2025,52,52.5
PO300350,VEND0056,SKU00919,PUN-03,14-02-2025,21-02-2025,26-02-2025,70,63.65
PO300351,VEND0019,SKU01099,CHE-04,08-03-2025,13-03-2025,15-03-2025,67,71.99
PO300352,VEND0049,SKU00846,AHM-01,14-01-2025,22-01-2025,22-01-2025,64,63.43
PO300353,VEND0102,SKU00880,DEL-01,01-04-2025,10-04-2025,10-04-2025,51,91.58
PO300354,VEND0061,SKU00175,PUN-03,12-03-2025,20-03-2025,20-03-2025,72,47.6
PO300355,VEND0114,SKU00154,MUM-03,10-03-2025,19-03-2025,20-03-2025,65,45.95
PO300356,VEND0056,SKU00269,PUN-04,25-04-2025,01-05-2025,01-05-2025,57,55.22
PO300357,VEND0022,SKU00527,KOL-03,08-04-2025,11-04-2025,11-04-2025,59,48.33
PO300358,VEND0045,SKU-27300,AHM-03,10-06-2025,19-06-2025,19-06-2025,71,166.6
PO300359,VEND0071,SKU00330,KOL-05,09-01-2025,11-01-2025,11-01-2025,69,80.97
PO300360,VEND0094,SKU00391,jai03,14-01-2025,21-01-2025,21-01-2025,51,267.54
PO300361,VEND0068,SKU00580,KOC-05,01-04-2025,03-04-2025,03-04-2025,49,162.65
PO300362,VEND0005,SKU00598,DEL-05,14-04-2025,18-04-2025,21-04-2025,69,66.57
PO300363,VEND0109,SKU00540,BEN-03,07-02-2025,13-02-2025,13-02-2025,64,45.71
PO300364,VEND0090,SKU00744,DEL-01,17-04-2025,22-04-2025,22-04-2025,47,41.09
PO300365,VEND0091,SKU00332,MUM-01,25-05-2025,30-05-2025,04-06-2025,61,111.6
PO300366,VEND0044,SKU01101,HYD-04,21-06-2025,30-06-2025,02-07-2025,57,107.77
PO300367,VEND0114,SKU00485,DEL-05,13-03-2025,18-03-2025,20-03-2025,58,104.05
PO300368,VEND0060,SKU00771,JAI-03,03-02-2025,10-02-2025,10-02-2025,53,192.1
PO300369,VEND0095,SKU00030,CHE-02,15-05-2025,18-05-2025,18-05-2025,59,77.96
PO300370,VEND0067,SKU00428,PUN-04,16-03-2025,21-03-2025,21-03-2025,66,49.66
PO300371,VEND0009,SKU01043,MUM-02,13-03-2025,15-03-2025,15-03-2025,59,188.75
PO300372,VEND0039,SKU00452,PUN02,02-02-2025,10-02-2025,10-02-2025,56,46.2
PO300373,VEND0112,SKU01002,JAI-03,29-01-2025,02-02-2025,02-02-2025,71,90.05
PO300374,VEND0059,SKU00119,AHM-01,19-03-2025,25-03-2025,26-03-2025,69,48.85
PO300375,VEND0033,SKU00473,AHM-05,08-05-2025,13-05-2025,13-05-2025,49,53.27
PO300376,VEND0110,SKU00162,MUM-01,17-05-2025,21-05-2025,21-05-2025,53,35.02
PO300377,VEND0111,SKU00650,KOL-01,24-04-2025,29-04-2025,30-04-2025,63,87.69
PO300378,VEND0030,SKU00346,KOC-04,24-01-2025,01-02-2025,04-02-2025,61,28.44
PO300379,VEND0105,SKU00016,HYD-01,03-03-2025,11-03-2025,11-03-2025,51,23.27
PO300380,VEND0019,SKU00106,KOC-05,14-06-2025,21-06-2025,21-06-2025,44,43.83
PO300381,VEND0073,SKU01110,CHE02,19-05-2025,22-05-2025,22-05-2025,62,61.63
PO300382,VEND0101,SKU00953,DEL-02,14-04-2025,17-04-2025,17-04-2025,62,90.58
PO300383,VEND0083,SKU00649,HYD-01,20-06-2025,22-06-2025,22-06-2025,57,39.57
PO300384,VEND0113,SKU00590,KOC-05,03-02-2025,08-02-2025,08-02-2025,56,27.07
PO300385,VEND0027,SKU01186,JAI-05,03-03-2025,12-03-2025,13-03-2025,58,196.11
PO300386,VEND0114,SKU00280,DEL-05,30-01-2025,05-02-2025,06-02-2025,50,18.66
PO300387,VEND0049,SKU00889,MUM-05,22-04-2025,27-04-2025,27-04-2025,67,111.98
PO300388,VEND0056,SKU00963,KOC-03,11-03-2025,19-03-2025,22-03-2025,54,30.22
PO300389,VEND0044,SKU00317,MUM-04,29-01-2025,01-02-2025,01-02-2025,62,179.05
PO300390,VEND0007,SKU00622,MUM-04,12-02-2025,17-02-2025,19-02-2025,57,74.98
PO300391,VEND0107,SKU01060,BEN-01,19-03-2025,21-03-2025,21-03-2025,63,55.45
PO300392,VEND0051,SKU00027,HYD-01,26-05-2025,29-05-2025,30-05-2025,65,94.12
PO300393,VEND0077,SKU01083,JAI-01,12-04-2025,14-04-2025,14-04-2025,73,27.05
PO300394,VEND0120,SKU01183,HYD-04,16-02-2025,19-02-2025,19-02-2025,65,60.16
PO300395,VEND0008,SKU00135,CHE-03,15-05-2025,20-05-2025,21-05-2025,56,180.76
PO300396,VEND0028,SKU00766,BEN-05,05-05-2025,14-05-2025,16-05-2025,51,341.14
PO300397,VEND0079,SKU00160,CHE-05,07-02-2025,16-02-2025,17-02-2025,66,64.73
PO300398,VEND0016,SKU00543,PUN-03,25-02-2025,04-03-2025,06-03-2025,55,59.42
PO300399,VEND0068,SKU00157,MUM-04,29-05-2025,06-06-2025,06-06-2025,60,54.72
PO300400,VEND0068,SKU00607,HYD-01,24-01-2025,26-01-2025,26-01-2025,62,146.2
PO300401,VEND0033,SKU00493,HYD-01,20-01-2025,27-01-2025,28-01-2025,66,123.97
PO300402,VEND0023,SKU00979,CHE-03,11-06-2025,14-06-2025,15-06-2025,54,48.52
PO300403,VEND0052,SKU01154,HYD-02,06-06-2025,08-06-2025,10-06-2025,58,35.29
PO300404,VEND0065,SKU00797,JAI-05,25-04-2025,03-05-2025,04-05-2025,59,39.94
PO300405,VEND0001,SKU01023,MUM-05,03-05-2025,12-05-2025,14-05-2025,61,139.28
PO300406,VEND0016,SKU00578,PUN-04,22-04-2025,25-04-2025,25-04-2025,61,58.28
PO300407,VEND0071,SKU00793,CHE-04,31-03-2025,08-04-2025,09-04-2025,62,254.96
PO300408,VEND0073,SKU01136,JAI-03,27-05-2025,05-06-2025,05-06-2025,53,255.36
PO300409,VEND0010,SKU00136,PUN-05,25-04-2025,28-04-2025,05-05-2025,51,74.06
PO300410,VEND0108,SKU01030,BEN-03,30-06-2025,07-07-2025,07-07-2025,54,48.71
PO300411,VEND0044,SKU01198,KOC-02,11-05-2025,19-05-2025,19-05-2025,57,18.69
PO300412,VEND0112,SKU01107,JAI-01,27-05-2025,29-05-2025,30-05-2025,47,61.41
PO300413,VEND0028,SKU00884,KOC-04,22-06-2025,25-06-2025,25-06-2025,59,14.32
PO300414,VEND0098,SKU01087,KOL-02,03-03-2025,05-03-2025,05-03-2025,68,31.24
PO300415,VEND0117,SKU00571,DEL-01,07-03-2025,14-03-2025,16-03-2025,68,121.74
PO300416,VEND0116,SKU00853,KOC-05,01-03-2025,14-03-2025,10-03-2025,68,89.69
PO300417,VEND0115,SKU00302,KOC-04,01-01-2025,10-01-2025,11-01-2025,55,18.73
PO300418,VEND0043,SKU-62212,KOC-04,29-03-2025,01-04-2025,01-04-2025,63,98.85
PO300419,VEND0001,SKU00295,JAI-01,10-01-2025,13-01-2025,13-01-2025,64,110.83
PO300420,VEND0061,SKU01183,PUN-04,22-05-2025,29-05-2025,05-06-2025,64,62.81
PO300421,VEND0050,SKU01144,DEL-04,15-06-2025,23-06-2025,25-06-2025,67,104.51
PO300422,VEND0057,SKU00322,KOL-02,05-05-2025,08-05-2025,08-05-2025,64,160.07
PO300423,VEND0054,SKU00750,JAI-03,03-01-2025,11-01-2025,14-01-2025,63,66.11
PO300424,VEND0105,SKU00345,CHE-05,22-01-2025,25-01-2025,25-01-2025,66,122.66
PO300425,VEND0103,SKU00045,AHM-04,24-04-2025,02-05-2025,02-05-2025,55,40.21
PO300426,VEND0005,SKU00014,AHM-05,09-02-2025,15-02-2025,15-02-2025,60,142.33
PO300427,VEND0003,SKU00357,AHM-01,08-02-2025,15-02-2025,15-02-2025,60,71.06
PO300428,VEND0079,SKU00161,KOC-01,10-01-2025,19-01-2025,19-01-2025,64,99.57
PO300429,VEND0060,SKU01096,KOL-04,14-04-2025,21-04-2025,21-04-2025,52,237.37
PO300430,VEND0069,SKU00898,MUM-03,31-05-2025,08-06-2025,08-06-2025,81,143.21
PO300431,VEND0093,SKU-07767,MUM-05,24-06-2025,02-07-2025,02-07-2025,68,233.53
PO300432,VEND0052,SKU00618,KOL-03,04-03-2025,10-03-2025,10-03-2025,70,166.75
PO300433,VEND0104,SKU00732,BEN-04,06-05-2025,15-05-2025,20-05-2025,73,56.61
PO300434,VEND0105,SKU00953,BEN-02,10-03-2025,15-03-2025,15-03-2025,60,94.85
PO300435,VEND0027,SKU00781,JAI-03,01-03-2025,04-03-2025,04-03-2025,56,222.82
PO300436,VEND0114,SKU00467,JAI-05,23-03-2025,04-03-2025,29-03-2025,53,243.25
PO300437,VEND0084,SKU01112,KOL-03,18-04-2025,22-04-2025,23-04-2025,74,47.93
PO300438,VEND0094,SKU01122,HYD-03,21-02-2025,01-03-2025,01-03-2025,66,26.74
PO300439,VEND0024,SKU00150,KOC-04,14-02-2025,16-02-2025,19-02-2025,57,86.89
PO300440,VEND0109,SKU00558,PUN-03,19-05-2025,27-05-2025,27-05-2025,54,93.06
PO300441,VEND0049,SKU00953,JAI-04,20-02-2025,28-02-2025,28-02-2025,60,91.11
PO300442,VEND0005,SKU00811,CHE-02,27-06-2025,02-07-2025,02-07-2025,55,141.63
PO300443,VEND0013,SKU00995,del02 ,24-02-2025,02-03-2025,02-03-2025,51,206.55
PO300444,VEND0117,SKU00968,BEN-04,20-01-2025,27-01-2025,27-01-2025,57,35.35
PO300445,VEND0079,SKU01024,DEL-04,10-03-2025,14-03-2025,14-03-2025,70,180.03
PO300446,VEND0040,SKU00950,HYD-04,28-01-2025,05-02-2025,05-02-2025,62,112.41
PO300447,VEND0058,SKU01016,MUM-01,28-04-2025,01-05-2025,01-05-2025,52,172.37
PO300448,VEND0035,SKU00388,KOC-01,10-01-2025,15-01-2025,15-01-2025,59,91.49
PO300449,VEND0041,SKU00828,BEN-05,25-01-2025,30-01-2025,30-01-2025,56,165.45
PO300450,VEND0054,SKU01011,KOC03,18-05-2025,26-05-2025,26-05-2025,57,124
PO300451,VEND0074,SKU01072,AHM-01,11-01-2025,16-01-2025,16-01-2025,58,70.9
PO300452,VEND0120,SKU00285,DEL-05,06-05-2025,10-05-2025,10-05-2025,62,39.65
PO300453,VEND0091,SKU00588,DEL-05,16-03-2025,18-03-2025,18-03-2025,54,40.73
PO300454,VEND0006,SKU01050,CHE-01,22-04-2025,30-04-2025,30-04-2025,59,58.27
PO300455,VEND0066,SKU01060,CHE-03,15-01-2025,20-01-2025,20-01-2025,53,59.63
PO300456,VEND0003,SKU00386,DEL-02,14-04-2025,19-04-2025,22-04-2025,63,153.9
PO300457,VEND0087,SKU00637,PUN-03,28-04-2025,30-04-2025,30-04-2025,61,55.37
PO300458,VEND0023,SKU00880,DEL-04,19-05-2025,27-05-2025,27-05-2025,59,93.89
PO300459,VEND0006,SKU00345,HYD-05,23-04-2025,27-04-2025,02-05-2025,66,123.51
PO300460,VEND0014,SKU00142,CHE-03,17-01-2025,23-01-2025,23-01-2025,52,154.35
PO300461,VEND0058,SKU00321,KOC-02,01-01-2025,10-01-2025,10-01-2025,52,52
PO300462,VEND0120,SKU01144,AHM-04,21-01-2025,29-01-2025,29-01-2025,56,106.46
PO300463,VEND0099,SKU00334,PUN-03,30-05-2025,06-06-2025,06-06-2025,49,61.63
PO300464,VEND0011,SKU00301,pun03,23-05-2025,26-05-2025,26-05-2025,54,134.89
PO300465,VEND0068,SKU-08002,CHE-05,31-03-2025,03-04-2025,03-04-2025,58,73.21
PO300466,VEND0087,SKU00219,HYD-01,26-06-2025,02-07-2025,02-07-2025,60,40.85
PO300467,VEND0040,SKU00248,PUN-03,04-06-2025,07-06-2025,09-06-2025,78,44.96
PO300468,VEND0079,SKU00374,CHE-04,31-03-2025,09-04-2025,09-04-2025,71,48.79
PO300469,VEND0118,SKU00912,DEL2 ,03-01-2025,10-01-2025,10-01-2025,65,81.84
PO300470,VEND0116,SKU00885,PUN-02,25-06-2025,29-06-2025,30-06-2025,53,309.81
PO300471,VEND0097,SKU00012,CHE-01,02-06-2025,08-06-2025,13-06-2025,66,74.36
PO300472,VEND0027,SKU00425,CHE-03,19-02-2025,22-02-2025,22-02-2025,61,145.23
PO300473,VEND0017,SKU01181,MUM02,24-03-2025,28-03-2025,28-03-2025,50,124.11
PO300474,VEND0041,SKU00945,BEN-02,16-05-2025,20-05-2025,22-05-2025,70,98.87
PO300475,VEND0058,SKU00388,CHE-02,06-02-2025,10-02-2025,10-02-2025,66,86.98
PO300476,VEND0043,SKU00650,KOL-04,15-04-2025,24-04-2025,24-04-2025,63,84.83
PO300477,VEND0051,SKU00865,CHE-01,12-01-2025,21-01-2025,21-01-2025,59,566.73
PO300478,VEND0010,SKU00117,PUN-01,06-06-2025,12-06-2025,14-06-2025,52,62.7
PO300479,VEND0113,SKU00741,HYD-02,11-03-2025,16-03-2025,16-03-2025,59,161.53
PO300480,VEND0014,SKU01126,BEN-04,19-04-2025,26-04-2025,26-04-2025,58,100.02
PO300481,VEND0041,SKU00846,MUM-01,08-04-2025,17-04-2025,17-04-2025,61,67.38
PO300482,VEND0022,SKU00940,CHE-02,24-06-2025,26-06-2025,26-06-2025,61,15.88
PO300483,VEND0086,SKU00478,BEN-01,16-03-2025,22-03-2025,23-03-2025,63,93.97
PO300484,VEND0119,SKU00816,CHE-03,10-03-2025,13-03-2025,13-03-2025,60,26.54
PO300485,VEND0096,SKU00601,MUM-04,29-04-2025,02-05-2025,02-05-2025,65,149.91
PO300486,VEND0084,SKU00024,AHM-05,31-01-2025,02-02-2025,02-02-2025,65,98.59
PO300487,VEND0078,SKU00191,DEL-01,29-03-2025,03-04-2025,03-04-2025,56,26.41
PO300488,VEND0111,SKU00588,CHE-05,13-02-2025,21-02-2025,21-02-2025,70,38.84
PO300489,VEND0019,SKU00360,MUM-04,03-06-2025,08-06-2025,09-06-2025,69,124.23
PO300490,VEND0103,SKU00222,JAI-01,18-05-2025,22-05-2025,22-05-2025,45,108.15
PO300491,VEND0069,SKU00873,KOC-03,22-05-2025,25-05-2025,30-05-2025,71,100.01
PO300492,VEND0082,SKU00952,hyd05,07-04-2025,15-04-2025,15-04-2025,62,47.79
PO300493,VEND0107,SKU00217,DEL-03,11-05-2025,13-05-2025,13-05-2025,53,81.39
PO300494,VEND0053,SKU00026,PUN-02,13-04-2025,22-04-2025,22-04-2025,74,84.3
PO300495,VEND0095,SKU01089,JAI-03,08-03-2025,14-03-2025,14-03-2025,58,67.17
PO300496,VEND0034,SKU01146,KOL-03,08-06-2025,11-06-2025,13-06-2025,53,26.77
PO300497,VEND0005,SKU00040,MUM-01,09-01-2025,15-01-2025,17-01-2025,63,90.83
PO300498,VEND0037,SKU00129,HYD-01,07-05-2025,16-05-2025,19-05-2025,52,70.88
PO300499,VEND0073,SKU00561,KOL-04,24-03-2025,02-04-2025,09-04-2025,66,301.44
PO300500,VEND0039,SKU00122,PUN-04,17-02-2025,21-02-2025,21-02-2025,65,92.31
PO300501,VEND0091,SKU00884,MUM-02,15-05-2025,19-05-2025,21-05-2025,60,13.3
PO300502,VEND0028,SKU00385,PUN-01,27-02-2025,07-03-2025,08-03-2025,62,21.73
PO300503,VEND0005,SKU01134,CHE-05,24-03-2025,27-03-2025,29-03-2025,69,67.29
PO300504,VEND0065,SKU00029,hyd05,23-02-2025,03-03-2025,05-03-2025,66,102.47
PO300505,VEND0040,SKU00811,KOL-03,22-03-2025,25-03-2025,25-03-2025,57,133.56
PO300506,VEND0026,SKU00300,AHM-01,13-02-2025,17-02-2025,19-02-2025,55,61.55
PO300507,VEND0020,SKU00523,KOL-01,26-04-2025,03-05-2025,03-05-2025,68,156.31
PO300508,VEND0057,SKU00439,KOL-04,30-04-2025,04-05-2025,06-05-2025,59,97.92
PO300509,VEND0026,SKU00570,AHM-04,18-04-2025,20-04-2025,20-04-2025,55,29.44
PO300510,VEND0055,SKU00955,DEL-02,23-04-2025,26-04-2025,26-04-2025,66,81.99
PO300511,VEND0055,SKU00169,KOC-02,05-03-2025,09-03-2025,09-03-2025,58,95.87
PO300512,VEND0041,SKU00122,KOL-05,19-04-2025,25-04-2025,25-04-2025,57,93.65
PO300513,VEND0043,SKU00605,BEN-04,17-01-2025,21-01-2025,24-01-2025,65,72.04
PO300514,VEND0016,SKU00783,DEL-03,07-05-2025,14-05-2025,14-05-2025,56,43.21
PO300515,VEND0063,SKU00607,PUN-04,21-06-2025,24-06-2025,24-06-2025,53,135.1
PO300516,VEND0030,SKU00338,KOC-03,24-03-2025,26-03-2025,26-03-2025,51,58.39
PO300517,VEND0089,SKU00011,KOC-03,28-05-2025,30-05-2025,30-05-2025,67,88.53
PO300518,VEND0114,SKU00933,AHM-03,15-01-2025,22-01-2025,23-01-2025,53,19.91
PO300519,VEND0035,SKU00852,BEN-01,24-03-2025,01-04-2025,06-04-2025,62,28.87
PO300520,VEND0035,SKU00943,MUM-02,27-02-2025,02-03-2025,02-03-2025,63,124.68
PO300521,VEND0110,SKU00530,DEL-04,08-06-2025,15-06-2025,15-06-2025,66,41.97
PO300522,VEND0001,SKU00605,HYD-03,20-02-2025,24-02-2025,24-02-2025,62,67.14
PO300523,VEND0029,SKU00567,PUN-04,27-05-2025,01-06-2025,01-06-2025,59,58
PO300524,VEND0012,SKU00480,KOC-04,16-02-2025,20-02-2025,20-02-2025,50,98.91
PO300525,VEND0099,SKU00605,DEL-03,14-06-2025,23-06-2025,23-06-2025,57,67.52
PO300526,VEND0091,SKU00459,DEL-02,03-04-2025,23-06-2025,09-04-2025,55,45.28
PO300527,VEND0052,SKU00340,BEN-01,15-03-2025,23-03-2025,30-03-2025,63,78.01
PO300528,VEND0044,SKU00901,JAI-05,15-04-2025,23-03-2025,20-04-2025,54,47.96
PO300529,VEND0090,SKU01171,JAI-01,12-02-2025,18-02-2025,21-02-2025,54,75.58
PO300530,VEND0053,SKU00849,AHM-04,05-01-2025,12-01-2025,12-01-2025,54,100.62
PO300531,VEND0077,SKU00482,KOL-03,28-03-2025,30-03-2025,30-03-2025,85,32.22
PO300532,VEND0017,SKU01061,JAI-03,11-04-2025,15-04-2025,15-04-2025,43,121.92
PO300533,VEND0052,SKU00725,HYD-03,20-02-2025,26-02-2025,26-02-2025,68,205.03
PO300534,VEND0090,SKU-66913,MUM-05,22-03-2025,28-03-2025,28-03-2025,72,46.45
PO300535,VEND0018,SKU01180,CHE-01,02-02-2025,05-02-2025,05-02-2025,67,77.61
PO300536,VEND0079,SKU00279,JAI-03,31-05-2025,08-06-2025,13-06-2025,72,195.66
PO300537,VEND0069,SKU00577,MUM-04,22-05-2025,25-05-2025,25-05-2025,53,126.4
PO300538,VEND0083,SKU01067,KOL-01,09-02-2025,18-02-2025,18-02-2025,67,48.3
PO300539,VEND0109,SKU01014,JAI-05,18-03-2025,21-03-2025,21-03-2025,71,75.57
PO300540,VEND0079,SKU00094,PUN-01,05-05-2025,11-05-2025,12-05-2025,47,45.92
PO300541,VEND0007,SKU00500,DEL-05,21-06-2025,27-06-2025,27-06-2025,58,120.41
PO300542,VEND0012,SKU00024,KOC-01,15-03-2025,18-03-2025,18-03-2025,65,90.17
PO300543,VEND0057,SKU00668,MUM-04,08-02-2025,14-02-2025,14-02-2025,62,87.82
PO300544,VEND0024,SKU01029,KOL-05,04-02-2025,10-02-2025,13-02-2025,55,199.39
PO300545,VEND0114,SKU01065,KOC-02,21-02-2025,25-02-2025,02-03-2025,67,111.7
PO300546,VEND0113,SKU00555,AHM-05,06-01-2025,10-01-2025,10-01-2025,58,104.32
PO300547,VEND0083,SKU01110,KOL-05,14-03-2025,20-03-2025,20-03-2025,54,68.7
PO300548,VEND0039,SKU00616,MUM-05,22-05-2025,25-05-2025,25-05-2025,68,50.44
PO300549,VEND0101,SKU00338,AHM-05,21-06-2025,26-06-2025,01-07-2025,57,55.3
PO300550,VEND0052,SKU01057,CHE-02,24-05-2025,29-05-2025,29-05-2025,61,68.82
PO300551,VEND0014,SKU00022,KOL-02,18-02-2025,20-02-2025,20-02-2025,67,21.24
PO300552,VEND0009,SKU00836,MUM-02,14-03-2025,17-03-2025,18-03-2025,60,55.85
PO300553,VEND0011,SKU00626,KOL-02,06-05-2025,09-05-2025,09-05-2025,52,62.72
PO300554,VEND0093,SKU00497,KOC-05,16-04-2025,23-04-2025,23-04-2025,67,125.87
